,movie_name,genre,year,timeMin,imdb,metascore,votes,us_grossMillions
617,Witness for the Prosecution,"Crime, Drama, Film-Noir            ",1957,116,8.4,77.51137724550898,100312,8.18
618,Cinderella Man,"Biography, Drama, History            ",2005,144,8.0,69.0,171130,61.65
619,The Insider,"Biography, Drama, Thriller            ",1999,157,7.8,84.0,154570,28.97
620,Gully Boy,"Drama, Musical            ",2019,153,8.2,65.0,26127,5.57
621,Clerks,Comedy            ,1994,92,7.7,70.0,207021,3.15
622,The Tenant,"Drama, Thriller            ",1976,126,7.7,77.51137724550898,37062,1.92
623,The Mirror,"Biography, Drama            ",1975,107,8.1,77.51137724550898,36174,0.18
624,La Dolce Vita,"Comedy, Drama            ",1960,174,8.0,95.0,62565,19.52
625,Kal ho naa ho,"Comedy, Drama, Romance            ",2003,186,8.0,54.0,60251,1.79
626,"Synecdoche, New York","Comedy, Drama            ",2008,124,7.6,67.0,77063,3.08
627,Ray,"Biography, Drama, Music            ",2004,152,7.7,73.0,133244,75.33
628,The King of Comedy,"Comedy, Crime, Drama            ",1982,109,7.8,73.0,80220,2.5
629,Lady Vengeance,"Crime, Drama, Thriller            ",2005,115,7.6,75.0,68189,0.21
630,Rushmore,"Comedy, Drama            ",1998,93,7.7,86.0,162908,17.11
631,Miller's Crossing,"Crime, Drama, Thriller            ",1990,115,7.8,66.0,121910,5.08
632,My Fair Lady,"Drama, Family, Musical            ",1964,170,7.8,95.0,83159,72.0
633,Baahubali: The Beginning,"Action, Drama            ",2015,159,8.1,77.51137724550898,97585,6.74
634,Falling Down,"Crime, Drama, Thriller            ",1993,113,7.6,56.0,162645,40.9
635,Ordinary People,Drama            ,1980,124,7.7,87.0,44513,54.8
636,All About Eve,Drama            ,1950,138,8.2,98.0,114802,0.01
637,Perfect Strangers,"Comedy, Drama            ",2016,96,7.8,77.51137724550898,51752,69.04371293001178
638,Rebel Without a Cause,Drama            ,1955,111,7.7,87.0,79783,69.04371293001178
639,Children of Heaven,"Drama, Family, Sport            ",1997,89,8.3,77.51137724550898,59404,0.93
640,National Lampoon's Christmas Vacation,Comedy            ,1989,97,7.6,49.0,146872,71.32
641,Andrei Rublev,"Biography, Drama, History            ",1966,205,8.2,77.51137724550898,42793,0.1
642,Key Largo,"Action, Crime, Drama            ",1948,100,7.8,77.51137724550898,35553,69.04371293001178
643,Zulu,"Drama, History, War            ",1964,138,7.7,77.0,34464,69.04371293001178
644,The Iron Giant,"Animation, Action, Adventure            ",1999,86,8.0,85.0,164862,23.16
645,The Outlaw Josey Wales,Western            ,1976,135,7.9,69.0,62687,31.8
646,Ed Wood,"Biography, Comedy, Drama            ",1994,127,7.8,70.0,161169,5.89
647,Underground,"Comedy, Drama, War            ",1995,167,8.1,77.51137724550898,53146,0.17
648,The Great Dictator,"Comedy, Drama, War            ",1940,125,8.4,77.51137724550898,192019,69.04371293001178
649,A Man for All Seasons,"Biography, Drama, History            ",1966,120,7.7,72.0,29698,28.35
650,Dancer in the Dark,"Crime, Drama, Musical            ",2000,140,8.0,61.0,97987,4.18
651,Yojimbo,"Action, Drama, Thriller            ",1961,110,8.2,77.51137724550898,104073,69.04371293001178
652,Dangerous Liaisons,"Drama, Romance            ",1988,119,7.6,74.0,62066,34.7
653,Finding Neverland,"Biography, Drama, Family            ",2004,106,7.7,67.0,194453,51.68
654,The Last King of Scotland,"Biography, Drama, History            ",2006,123,7.7,74.0,170489,17.61
655,Sabrina,"Comedy, Drama, Romance            ",1954,113,7.7,72.0,56168,69.04371293001178
656,Short Term 12,Drama            ,2013,96,8.0,82.0,77435,1.01
657,Ayla: The Daughter of War,"Biography, Drama, History            ",2017,125,8.5,77.51137724550898,30336,69.04371293001178
658,Funny Games,"Crime, Drama, Thriller            ",1997,108,7.6,69.0,60471,69.04371293001178
659,Double Indemnity,"Crime, Drama, Film-Noir            ",1944,107,8.3,95.0,135653,5.72
660,Guess Who's Coming to Dinner,"Comedy, Drama            ",1967,108,7.8,63.0,37142,56.7
661,The Third Man,"Film-Noir, Mystery, Thriller            ",1949,93,8.1,97.0,151839,0.45
662,This Is England,"Crime, Drama            ",2006,101,7.7,86.0,112834,0.33
663,The Remains of the Day,"Drama, Romance            ",1993,134,7.8,84.0,61761,22.95
664,Breathless,"Crime, Drama            ",1960,90,7.9,77.51137724550898,68816,0.34
665,The Tale of The Princess Kaguya,"Animation, Adventure, Drama            ",2013,137,8.0,89.0,33395,1.51
666,The Chaser,"Action, Crime, Thriller            ",2008,125,7.9,64.0,53891,69.04371293001178
667,Naked,"Comedy, Drama            ",1993,132,7.8,84.0,32182,1.77
668,The Taking of Pelham One Two Three,"Action, Crime, Thriller            ",1974,104,7.7,68.0,25050,69.04371293001178
669,Glengarry Glen Ross,"Crime, Drama, Mystery            ",1992,100,7.7,80.0,91877,10.73
670,High and Low,"Crime, Drama, Mystery            ",1963,143,8.5,77.51137724550898,27756,69.04371293001178
671,Victoria,"Crime, Drama, Romance            ",2015,138,7.6,77.0,48551,69.04371293001178
672,Paper Moon,"Comedy, Drama            ",1973,102,8.0,77.0,39991,30.93
673,Kubo and the Two Strings,"Animation, Action, Adventure            ",2016,101,7.8,84.0,112362,48.02
674,Mississippi Burning,"Crime, Drama, History            ",1988,128,7.8,65.0,83005,34.6
675,Blow-Up,"Drama, Mystery, Thriller            ",1966,111,7.6,82.0,53449,69.04371293001178
676,Belle de Jour,Drama            ,1967,100,7.7,77.51137724550898,37896,0.03
677,Porco Rosso,"Animation, Adventure, Comedy            ",1992,94,7.7,83.0,69917,69.04371293001178
678,Three Colors: Blue,"Drama, Music, Mystery            ",1993,94,7.9,85.0,83177,1.32
679,Letters from Iwo Jima,"Action, Adventure, Drama            ",2006,141,7.9,89.0,150059,13.76
680,Blood Simple,"Crime, Drama, Thriller            ",1984,99,7.6,81.0,83177,2.15
681,Wings of Desire,"Drama, Fantasy, Romance            ",1987,128,8.0,79.0,61172,3.33
682,Wild Strawberries,"Drama, Romance            ",1957,91,8.2,77.51137724550898,89692,69.04371293001178
683,Mary and Max,"Animation, Comedy, Drama            ",2009,92,8.1,77.51137724550898,157699,69.04371293001178
684,Mommy,Drama            ,2014,139,8.1,74.0,46635,3.49
685,Cabaret,"Drama, Musical            ",1972,124,7.8,80.0,46064,42.77
686,My Left Foot,"Biography, Drama            ",1989,103,7.9,97.0,64350,14.74
687,In the Heat of the Night,"Crime, Drama, Mystery            ",1967,110,7.9,75.0,63928,24.38
688,Throne of Blood,"Drama, History            ",1957,110,8.1,77.51137724550898,42624,69.04371293001178
689,The Longest Day,"Action, Drama, History            ",1962,178,7.8,75.0,50619,39.1
690,Sympathy for Mr. Vengeance,"Action, Drama, Thriller            ",2002,129,7.6,56.0,59382,0.05
691,The Right Stuff,"Adventure, Biography, Drama            ",1983,193,7.8,91.0,54113,21.5
692,Open Your Eyes,"Drama, Mystery, Sci-Fi            ",1997,117,7.8,77.51137724550898,61705,0.37
693,The Muppet Movie,"Adventure, Comedy, Family            ",1979,95,7.6,74.0,31074,76.66
694,Pride,"Biography, Comedy, Drama            ",2014,119,7.8,79.0,49114,69.04371293001178
695,Evil Dead II,"Comedy, Horror            ",1987,84,7.8,69.0,142120,5.92
696,Freaks,Drama            ,1932,64,7.9,80.0,40236,69.04371293001178
697,All That Jazz,"Drama, Music, Musical            ",1979,123,7.9,72.0,26115,37.82
698,Frost/Nixon,"Biography, Drama, History            ",2008,122,7.7,80.0,99573,18.59
699,Shane,"Drama, Western            ",1953,118,7.6,80.0,35280,20.0
700,The Motorcycle Diaries,"Adventure, Biography, Drama            ",2004,126,7.8,75.0,93949,16.76
701,High Noon,"Drama, Thriller, Western            ",1952,85,7.9,89.0,93887,9.45
702,Harold and Maude,"Comedy, Drama, Romance            ",1971,91,7.9,62.0,68064,69.04371293001178
703,Fantasia,"Animation, Family, Fantasy            ",1940,125,7.8,96.0,85120,76.41
704,The Maltese Falcon,"Film-Noir, Mystery            ",1941,100,8.0,96.0,144652,2.11
705,Nosferatu,"Fantasy, Horror            ",1922,94,7.9,77.51137724550898,84771,69.04371293001178
706,Strangers on a Train,"Crime, Film-Noir, Thriller            ",1951,101,8.0,88.0,118517,7.63
707,The Kid,"Comedy, Drama, Family            ",1921,68,8.3,77.51137724550898,105260,5.45
708,Bicycle Thieves,Drama            ,1948,89,8.3,77.51137724550898,136636,0.33
709,The Invisible Man,"Horror, Sci-Fi            ",1933,71,7.7,77.51137724550898,28371,69.04371293001178
710,The Killing,"Crime, Drama, Film-Noir            ",1956,84,8.0,77.51137724550898,77533,69.04371293001178
711,Pink Floyd: The Wall,"Animation, Drama, Fantasy            ",1982,95,8.0,47.0,73265,22.24
712,The 400 Blows,"Crime, Drama            ",1959,99,8.1,77.51137724550898,98280,69.04371293001178
713,Breaking the Waves,Drama            ,1996,159,7.9,76.0,59863,4.04
714,Three Colors: Red,"Drama, Mystery, Romance            ",1994,99,8.1,100.0,84622,4.04
715,Fanny and Alexander,Drama            ,1982,188,8.1,100.0,54390,4.97
716,Fitzcarraldo,"Adventure, Drama            ",1982,158,8.1,77.51137724550898,29303,69.04371293001178
717,Uri: The Surgical Strike,"Action, Drama, War            ",2019,138,8.3,77.51137724550898,38422,4.19
718,Lagaan: Once Upon a Time in India,"Adventure, Drama, Musical            ",2001,224,8.1,84.0,99084,0.07
719,K.G.F: Chapter 1,"Action, Drama            ",2018,156,8.2,77.51137724550898,29205,69.04371293001178
720,Detachment,Drama            ,2011,98,7.7,52.0,72952,0.07
721,The Message,"Biography, Drama, History            ",1976,177,8.2,77.51137724550898,41754,69.04371293001178
722,The Double Life of Véronique,"Drama, Fantasy, Music            ",1991,98,7.8,86.0,39000,2.0
723,All About My Mother,Drama            ,1999,101,7.8,87.0,85012,8.26
724,The Treasure of the Sierra Madre,"Adventure, Drama, Western            ",1948,126,8.2,98.0,108658,5.01
725,"I, Daniel Blake",Drama            ,2016,100,7.9,78.0,48976,0.26
726,Barton Fink,"Comedy, Drama, Thriller            ",1991,116,7.7,69.0,108499,6.15
727,Run Lola Run,"Crime, Drama, Thriller            ",1998,80,7.6,77.0,183525,7.27
728,Delicatessen,"Comedy, Crime            ",1991,99,7.6,66.0,77833,1.79
729,Amour,"Drama, Romance            ",2012,127,7.9,93.0,89023,6.74
730,Kelly's Heroes,"Adventure, Comedy, War            ",1970,144,7.6,50.0,43335,1.38
731,Repulsion,"Drama, Horror, Thriller            ",1965,105,7.7,91.0,46296,69.04371293001178
732,The Life of David Gale,"Crime, Drama, Thriller            ",2003,130,7.6,31.0,105003,19.59
733,What Ever Happened to Baby Jane?,"Drama, Horror, Thriller            ",1962,134,8.1,75.0,47584,4.05
734,Ikiru,Drama            ,1952,143,8.3,77.51137724550898,62776,0.06
735,The Cabinet of Dr. Caligari,"Fantasy, Horror, Mystery            ",1920,67,8.1,77.51137724550898,53839,69.04371293001178
736,The Killing Fields,"Biography, Drama, History            ",1984,141,7.8,76.0,49448,34.7
737,Being There,"Comedy, Drama            ",1979,130,8.0,83.0,62881,30.18
738,Nebraska,"Adventure, Comedy, Drama            ",2013,115,7.7,86.0,108888,17.65
739,Where Eagles Dare,"Action, Adventure, War            ",1968,158,7.7,63.0,49545,69.04371293001178
740,La Vie En Rose,"Biography, Drama, Music            ",2007,140,7.6,66.0,80055,10.3
741,Paprika,"Animation, Drama, Fantasy            ",2006,90,7.7,81.0,65743,0.88
742,Hedwig and the Angry Inch,"Comedy, Drama, Music            ",2001,95,7.7,85.0,30841,3.03
743,City Lights,"Comedy, Drama, Romance            ",1931,87,8.5,99.0,157586,0.02
744,Dead Man,"Adventure, Drama, Fantasy            ",1995,121,7.6,62.0,87011,1.04
745,Mustang,Drama            ,2015,97,7.6,83.0,33406,0.85
746,Gettysburg,"Drama, History, War            ",1993,271,7.6,77.51137724550898,25246,10.77
747,Happiness,"Comedy, Drama            ",1998,134,7.7,81.0,64386,2.81
748,The Red Shoes,"Drama, Music, Romance            ",1948,135,8.1,77.51137724550898,28483,10.9
749,Black Book,"Drama, Thriller, War            ",2006,145,7.7,71.0,70381,4.4
750,Giant,"Drama, Western            ",1956,201,7.6,84.0,32529,35.0
751,Contempt,"Drama, Romance            ",1963,102,7.6,77.51137724550898,26597,0.04
752,Patton,"Biography, Drama, War            ",1970,172,7.9,91.0,90992,61.7
753,Ninja Scroll,"Animation, Action, Adventure            ",1993,94,7.9,77.51137724550898,33096,69.04371293001178
754,Talk to Her,"Drama, Mystery, Romance            ",2002,112,7.9,86.0,100927,9.28
755,King Kong,"Adventure, Horror, Sci-Fi            ",1933,100,7.9,90.0,76229,10.0
756,Short Cuts,"Comedy, Drama            ",1993,188,7.7,79.0,40890,6.11
757,Zindagi Na Milegi Dobara,"Comedy, Drama            ",2011,155,8.1,77.51137724550898,62964,3.11
758,The Producers,"Comedy, Music            ",1967,88,7.6,96.0,48017,0.11
759,My Name Is Khan,Drama            ,2010,165,8.0,50.0,94598,4.02
760,Notorious,"Drama, Film-Noir, Romance            ",1946,102,7.9,100.0,88405,10.46
761,"Aguirre, the Wrath of God","Action, Adventure, Biography            ",1972,95,7.9,77.51137724550898,49418,69.04371293001178
762,Withnail & I,"Comedy, Drama            ",1987,107,7.7,84.0,38279,1.54
763,25th Hour,Drama            ,2002,135,7.6,67.0,165835,13.06
764,Cell 211,"Action, Adventure, Crime            ",2009,113,7.6,77.51137724550898,61714,69.04371293001178
765,Anatomy of a Murder,"Crime, Drama, Mystery            ",1959,161,8.0,95.0,56546,11.9
766,The Day the Earth Stood Still,"Drama, Sci-Fi            ",1951,92,7.7,77.51137724550898,74476,69.04371293001178
767,The Big Sleep,"Crime, Film-Noir, Mystery            ",1946,114,7.9,77.51137724550898,76212,6.54
768,From Here to Eternity,"Drama, Romance, War            ",1953,118,7.6,85.0,41190,30.5
769,Stagecoach,"Adventure, Drama, Western            ",1939,96,7.9,93.0,40723,69.04371293001178
770,Once,"Drama, Music, Romance            ",2007,86,7.8,88.0,107707,9.44
771,The Quiet Man,"Comedy, Drama, Romance            ",1952,129,7.8,77.51137724550898,33155,10.55
772,Judgment at Nuremberg,"Drama, War            ",1961,179,8.2,60.0,65415,69.04371293001178
773,Touch of Evil,"Crime, Drama, Film-Noir            ",1958,95,8.0,99.0,95381,2.24
774,A Very Long Engagement,"Drama, Mystery, Romance            ",2004,133,7.6,76.0,69533,6.17
775,Bajrangi Bhaijaan,"Action, Comedy, Drama            ",2015,163,8.0,77.51137724550898,67739,8.18
776,Once Upon a Time in Anatolia,"Crime, Drama            ",2011,157,7.9,82.0,37985,0.14
777,The Wave,"Drama, Thriller            ",2008,107,7.6,77.51137724550898,98836,69.04371293001178
778,The Salesman,"Drama, Thriller            ",2016,124,7.8,85.0,46259,2.4
779,The White Ribbon,"Drama, History, Mystery            ",2009,144,7.8,82.0,65653,2.22
780,"Spring, Summer, Fall, Winter... and Spring","Drama, Romance            ",2003,103,8.0,85.0,74054,2.38
781,Hamlet,Drama            ,1996,242,7.7,77.51137724550898,35102,4.41
782,His Girl Friday,"Comedy, Drama, Romance            ",1940,92,7.9,77.51137724550898,50830,0.3
783,Loveless,Drama            ,2017,127,7.6,86.0,26685,0.57
784,The Lion in Winter,"Biography, Drama, History            ",1968,134,7.9,77.51137724550898,27958,22.28
785,My Father and My Son,"Drama, Family            ",2005,108,8.3,77.51137724550898,73568,69.04371293001178
786,All Quiet on the Western Front,"Drama, War            ",1930,152,8.0,91.0,55350,3.27
787,The African Queen,"Adventure, Drama, Romance            ",1951,105,7.7,91.0,68944,0.54
788,East of Eden,Drama            ,1955,118,7.9,72.0,38508,69.04371293001178
789,It Happened One Night,"Comedy, Romance            ",1934,105,8.1,87.0,88976,4.36
790,Red River,"Action, Adventure, Romance            ",1948,133,7.8,77.51137724550898,26744,69.04371293001178
791,Waking Life,"Animation, Drama, Fantasy            ",2001,99,7.8,82.0,58940,2.89
792,Volver,"Comedy, Drama            ",2006,121,7.6,84.0,91461,12.9
793,Leviathan,"Crime, Drama            ",2014,140,7.6,92.0,46343,1.09
794,Infernal Affairs,"Crime, Drama, Mystery            ",2002,101,8.0,75.0,114803,0.17
795,The Secret of NIMH,"Animation, Adventure, Drama            ",1982,82,7.6,76.0,34771,10.14
796,Thank You for Smoking,"Comedy, Drama            ",2005,92,7.6,71.0,209512,24.79
797,A Prophet,"Crime, Drama            ",2009,155,7.9,90.0,90546,2.08
798,Ivan's Childhood,"Drama, War            ",1962,84,8.1,77.51137724550898,28815,69.04371293001178
799,5 Centimeters Per Second,"Animation, Drama, Family            ",2007,63,7.6,77.51137724550898,47451,69.04371293001178
800,The Bandit,"Crime, Drama, Thriller            ",1996,128,8.3,77.51137724550898,59673,69.04371293001178
801,Tokyo Story,Drama            ,1953,136,8.2,77.51137724550898,47899,69.04371293001178
802,Swades,Drama            ,2004,189,8.2,77.51137724550898,78573,1.22
803,Good Bye Lenin!,"Comedy, Drama, Romance            ",2003,121,7.7,68.0,133379,4.06
804,The Grapes of Wrath,"Drama, History            ",1940,129,8.0,96.0,83481,0.06
805,Neon Genesis Evangelion: The End of Evangelion,"Animation, Action, Drama            ",1997,87,8.1,77.51137724550898,33927,69.04371293001178
806,The Diving Bell and the Butterfly,"Biography, Drama            ",2007,112,8.0,92.0,100747,5.99
807,Sholay,"Action, Adventure, Comedy            ",1975,162,8.2,77.51137724550898,48979,69.04371293001178
808,The Hidden Fortress,"Adventure, Drama            ",1958,126,8.1,77.51137724550898,31807,69.04371293001178
809,Rang De Basanti,"Comedy, Drama            ",2006,167,8.2,77.51137724550898,105671,2.2
810,The Station Agent,"Comedy, Drama            ",2003,89,7.6,81.0,65754,5.74
811,The Exterminating Angel,"Drama, Fantasy            ",1962,95,8.1,77.51137724550898,27677,69.04371293001178
812,Shadow of a Doubt,Thriller            ,1943,108,7.8,94.0,56469,69.04371293001178
813,The Little Prince,"Animation, Adventure, Drama            ",2015,108,7.7,70.0,53361,1.34
814,Confessions,"Drama, Thriller            ",2010,106,7.8,77.51137724550898,33830,69.04371293001178
815,Song of the Sea,"Animation, Adventure, Drama            ",2014,93,8.1,85.0,47523,0.86
816,Land of Mine,"Drama, History, War            ",2015,100,7.8,75.0,31606,0.44
817,A Man Called Ove,"Comedy, Drama, Romance            ",2015,116,7.7,70.0,43056,3.36
818,Dead Man's Shoes,"Crime, Drama, Thriller            ",2004,90,7.6,52.0,47817,0.01
819,Hera Pheri,"Action, Comedy, Crime            ",2000,156,8.2,77.51137724550898,51895,69.04371293001178
820,The Philadelphia Story,"Comedy, Romance            ",1940,112,7.9,96.0,60755,69.04371293001178
821,Amarcord,"Comedy, Drama            ",1973,123,7.9,77.51137724550898,37673,69.04371293001178
822,Down by Law,"Comedy, Crime, Drama            ",1986,107,7.8,75.0,45724,1.44
823,The Verdict,Drama            ,1982,129,7.7,77.0,33989,54.0
824,Who's Afraid of Virginia Woolf?,Drama            ,1966,131,8.0,75.0,66522,69.04371293001178
825,Watership Down,"Animation, Adventure, Drama            ",1978,91,7.6,64.0,32354,69.04371293001178
826,The Manchurian Candidate,"Drama, Thriller            ",1962,126,7.9,94.0,69312,69.04371293001178
827,Kagemusha,"Drama, History, War            ",1980,162,8.0,84.0,30263,69.04371293001178
828,Crimes and Misdemeanors,"Comedy, Drama            ",1989,104,7.9,77.0,52495,18.25
829,"South Park: Bigger, Longer & Uncut","Animation, Comedy, Fantasy            ",1999,81,7.7,73.0,187755,52.01
830,Elite Squad,"Action, Crime, Drama            ",2007,115,8.1,33.0,95001,0.01
831,On Golden Pond,Drama            ,1981,109,7.6,68.0,26419,119.29
832,The Innocents,Horror            ,1961,100,7.8,88.0,25161,2.62
833,The Legend of 1900,"Drama, Music, Romance            ",1998,169,8.1,58.0,56021,0.26
834,Talvar,"Crime, Drama, Mystery            ",2015,132,8.2,77.51137724550898,27820,0.34
835,Gilda,"Drama, Film-Noir, Romance            ",1946,110,7.7,77.51137724550898,26262,69.04371293001178
836,Stalag 17,"Comedy, Drama, War            ",1953,120,8.0,84.0,49491,69.04371293001178
837,The Hurricane,"Biography, Drama, Sport            ",1999,146,7.6,74.0,88815,50.67
838,Mysterious Skin,Drama            ,2004,105,7.6,73.0,64079,0.7
839,Kahaani,"Mystery, Thriller            ",2012,122,8.1,77.51137724550898,54559,1.04
840,Pink,"Drama, Thriller            ",2016,136,8.1,77.51137724550898,35537,1.24
841,Le Samouraï,"Crime, Drama, Mystery            ",1967,101,8.1,77.51137724550898,42309,0.04
842,The Adventures of Robin Hood,"Action, Adventure, Romance            ",1938,102,7.9,97.0,45453,3.98
843,The Lunchbox,"Drama, Romance            ",2013,104,7.8,76.0,45071,4.23
844,Three Colors: White,"Comedy, Drama, Romance            ",1994,92,7.7,88.0,59415,1.46
845,Hannah and Her Sisters,"Comedy, Drama            ",1986,107,7.9,90.0,64313,40.08
846,3-Iron,"Crime, Drama, Romance            ",2004,88,8.0,72.0,47178,0.24
847,Frankenstein,"Drama, Horror, Sci-Fi            ",1931,70,7.8,91.0,61850,69.04371293001178
848,The Day of the Jackal,"Crime, Drama, Thriller            ",1973,143,7.8,80.0,35743,16.06
849,Pierrot le Fou,"Crime, Drama, Romance            ",1965,110,7.6,77.51137724550898,27172,69.04371293001178
850,The Broken Circle Breakdown,"Drama, Music, Romance            ",2012,111,7.8,70.0,37891,0.18
851,The Best Years of Our Lives,"Drama, Romance, War            ",1946,170,8.0,93.0,55244,23.65
852,Wait Until Dark,"Horror, Thriller            ",1967,108,7.8,81.0,26491,17.55
853,The Conformist,Drama            ,1970,113,8.0,100.0,25047,0.54
854,The Experiment,"Drama, Thriller            ",2001,120,7.7,60.0,89003,0.14
855,Once Were Warriors,"Crime, Drama            ",1994,102,7.9,77.0,30377,2.2
856,The Lady Vanishes,"Film-Noir, Mystery, Thriller            ",1938,96,7.8,77.51137724550898,44855,69.04371293001178
857,The Sea Inside,"Biography, Drama            ",2004,126,8.0,74.0,75112,2.09
858,Night on Earth,"Comedy, Drama            ",1991,129,7.8,68.0,52703,2.02
859,The Hustler,"Drama, Sport            ",1961,134,8.0,90.0,72825,69.04371293001178
860,The Discreet Charm of the Bourgeoisie,Comedy            ,1972,102,7.9,93.0,35810,0.2
861,Peeping Tom,"Drama, Horror, Thriller            ",1960,101,7.7,77.51137724550898,28758,0.08
862,"Duck, You Sucker","Drama, War, Western            ",1971,138,7.7,77.0,28168,69.04371293001178
863,About Elly,"Drama, Mystery, Thriller            ",2009,119,8.0,87.0,41547,0.11
864,Sleuth,"Mystery, Thriller            ",1972,138,8.0,77.51137724550898,43329,69.04371293001178
865,Laura,"Drama, Film-Noir, Mystery            ",1944,88,8.0,77.51137724550898,40578,4.36
866,The Gold Rush,"Adventure, Comedy, Drama            ",1925,95,8.2,77.51137724550898,94467,5.45
867,My Sassy Girl,"Comedy, Drama, Romance            ",2001,123,8.0,77.51137724550898,43792,69.04371293001178
868,"Black Cat, White Cat","Comedy, Crime, Romance            ",1998,127,8.1,73.0,48922,0.35
869,Dilwale Dulhania Le Jayenge,"Drama, Romance            ",1995,181,8.1,77.51137724550898,60379,69.04371293001178
870,Head-On,"Drama, Romance            ",2004,121,7.9,78.0,48941,69.04371293001178
871,Wolf Children,"Animation, Drama, Family            ",2012,117,8.1,71.0,35426,69.04371293001178
872,Deep Red,"Horror, Mystery, Thriller            ",1975,127,7.6,89.0,29634,69.04371293001178
873,Cat on a Hot Tin Roof,Drama            ,1958,108,8.0,80.0,42787,17.57
874,The Man Who Would Be King,"Adventure, History, War            ",1975,129,7.8,91.0,42387,69.04371293001178
875,The Celebration,Drama            ,1998,105,8.0,82.0,75402,1.65
876,A Wednesday,"Crime, Drama, Mystery            ",2008,104,8.1,77.51137724550898,70896,69.04371293001178
877,The Wages of Fear,"Adventure, Drama, Thriller            ",1953,131,8.1,77.51137724550898,51236,69.04371293001178
878,Ace in the Hole,"Drama, Film-Noir            ",1951,111,8.1,72.0,28668,3.97
879,The Vanishing,"Mystery, Thriller            ",1988,107,7.7,77.51137724550898,31491,69.04371293001178
880,The 39 Steps,"Film-Noir, Mystery, Thriller            ",1935,86,7.7,77.51137724550898,49067,69.04371293001178
881,A Christmas Story,"Comedy, Family            ",1983,94,8.0,77.0,126923,20.61
882,Bhaag Milkha Bhaag,"Biography, Drama, Sport            ",2013,186,8.2,77.51137724550898,57589,1.63
883,Cries & Whispers,Drama            ,1972,91,8.1,77.51137724550898,27974,69.04371293001178
884,Love and Death,"Comedy, War            ",1975,85,7.7,89.0,34399,69.04371293001178
885,Mr. Smith Goes to Washington,"Comedy, Drama            ",1939,129,8.1,73.0,102320,9.6
886,Control,"Biography, Drama, Music            ",2007,122,7.7,78.0,59691,0.87
887,Lilya 4-Ever,"Crime, Drama            ",2002,109,7.8,82.0,41158,0.18
888,Secrets & Lies,"Comedy, Drama            ",1996,136,8.0,91.0,35245,13.42
889,The Girl Who Leapt Through Time,"Animation, Adventure, Comedy            ",2006,98,7.8,77.51137724550898,56668,69.04371293001178
890,Out of the Past,"Crime, Drama, Film-Noir            ",1947,97,8.0,77.51137724550898,30787,69.04371293001178
891,Baby,"Action, Thriller            ",2015,159,8.0,77.51137724550898,50446,69.04371293001178
892,The Return,Drama            ,2003,110,8.0,82.0,40273,0.5
893,Queen,"Comedy, Drama            ",2013,146,8.2,77.51137724550898,57604,1.43
894,"4 Months, 3 Weeks and 2 Days",Drama            ,2007,113,7.9,97.0,54331,1.19
895,Love Me If You Dare,"Comedy, Drama, Romance            ",2003,93,7.6,45.0,65479,0.55
896,Dil Chahta Hai,"Comedy, Drama, Romance            ",2001,183,8.1,77.51137724550898,63693,0.3
897,Philomena,"Biography, Comedy, Drama            ",2013,98,7.6,77.0,91352,37.71
898,Sanjuro,"Action, Comedy, Crime            ",1962,96,8.1,77.51137724550898,30091,69.04371293001178
899,Nights of Cabiria,Drama            ,1957,110,8.1,77.51137724550898,40737,0.75
900,The General,"Action, Adventure, Comedy            ",1926,67,8.1,77.51137724550898,76169,1.03
901,The Passion of Joan of Arc,"Biography, Drama, History            ",1928,114,8.1,77.51137724550898,43890,0.02
902,White Heat,"Action, Crime, Drama            ",1949,114,8.1,77.51137724550898,28070,69.04371293001178
903,Baahubali 2: The Conclusion,"Action, Drama            ",2017,167,8.2,77.51137724550898,70127,20.19
904,Fearless,"Action, Biography, Drama            ",2006,104,7.6,70.0,71260,24.63
905,Death Note,"Crime, Drama, Fantasy            ",2006,126,7.7,77.51137724550898,27765,69.04371293001178
906,Invasion of the Body Snatchers,"Drama, Horror, Sci-Fi            ",1956,80,7.7,92.0,42909,69.04371293001178
907,Munna Bhai M.B.B.S.,"Comedy, Drama, Musical            ",2003,156,8.1,77.51137724550898,69343,69.04371293001178
908,The Battle of Algiers,"Drama, War            ",1966,121,8.1,96.0,49591,0.06
909,The Bride of Frankenstein,"Drama, Horror, Sci-Fi            ",1935,75,7.8,77.51137724550898,41240,4.36
910,Shine,"Biography, Drama, Music            ",1996,105,7.7,87.0,49863,35.81
911,The World's Fastest Indian,"Biography, Drama, Sport            ",2005,127,7.8,68.0,50450,5.13
912,Haider,"Action, Crime, Drama            ",2014,160,8.1,77.51137724550898,47804,0.9
913,The Odd Couple,Comedy            ,1968,105,7.7,86.0,30259,44.53
914,Persepolis,"Animation, Biography, Drama            ",2007,96,8.0,90.0,85346,4.45
915,Il Postino,"Biography, Comedy, Drama            ",1994,108,7.7,81.0,32002,21.85
916,Vivre Sa Vie,Drama            ,1962,85,8.0,77.51137724550898,25441,69.04371293001178
917,Batman: Mask of the Phantasm,"Animation, Action, Crime            ",1993,76,7.8,77.51137724550898,40676,5.62
918,Diabolique,"Crime, Drama, Horror            ",1955,117,8.0,77.51137724550898,59183,69.04371293001178
919,No Man's Land,"Comedy, Drama, War            ",2001,98,7.9,84.0,43289,1.06
